logMicros,flightMicros,logDt,state,voltage,yaw,pitch,roll,aX,aY,aZ,gX,gY,gZ,altitude,temp,yPID,zPID,yServo,zServo,pyro1,pyro2,pyro1Cont,pyro2Cont,abort
45848160,8657834,17106,6,8.21,1.2,-0.52,1.19,0.36,-6.6,7.31,0,0,0,-0.14,18.56,90,90,0,0,0,0,1,0,0
45865231,8674905,17071,6,8.21,1.2,-0.52,1.19,0.34,-6.57,7.29,0,0,0,-0.13,18.57,90,90,0,0,0,0,1,0,0
45882767,8692441,17536,6,8.2,1.2,-0.52,1.19,0.37,-6.6,7.32,0,0,0,-0.12,18.57,90,90,0,0,0,0,1,0,0
45900295,8709969,17528,6,8.21,1.2,-0.52,1.19,0.37,-6.59,7.32,0,0,0,-0.15,18.57,90,90,0,0,0,0,1,0,0
45917667,8727341,17372,6,8.21,1.2,-0.52,1.19,0.37,-6.59,7.33,0,0,0,-0.15,18.57,90,90,0,0,0,0,1,0,0
45934793,8744467,17126,6,8.19,1.2,-0.52,1.19,0.36,-6.58,7.32,0,0,0,-0.15,18.56,90,90,0,0,0,0,1,0,0
45951564,8761238,16771,6,8.22,1.2,-0.52,1.19,0.34,-6.59,7.33,0,0,0,-0.13,18.56,90,90,0,0,0,0,1,0,0
45969364,8779038,17800,6,8.2,1.2,-0.52,1.19,0.37,-6.59,7.32,0,0,0,-0.12,18.55,90,90,0,0,0,0,1,0,0
45986777,8796451,17413,6,8.2,1.2,-0.52,1.19,0.34,-6.59,7.29,0,0,0,-0.13,18.57,90,90,0,0,0,0,1,0,0
46005797,8815471,19020,6,8.21,1.2,-0.52,1.19,0.35,-6.59,7.31,0,0,0,-0.16,18.58,90,90,0,0,0,0,1,0,0
46022847,8832521,17050,6,8.2,1.2,-0.52,1.19,0.36,-6.6,7.3,0,0,0,-0.15,18.57,90,90,0,0,0,0,1,0,0
46039973,8849647,17126,6,8.2,1.2,-0.52,1.19,0.34,-6.57,7.31,0,0,0,-0.15,18.57,90,90,0,0,0,0,1,0,0
46057884,8867558,17911,6,8.2,1.2,-0.52,1.19,0.34,-6.58,7.31,0,0,0,-0.16,18.59,90,90,0,0,0,0,1,0,0
46075272,8884946,17388,6,8.2,1.2,-0.52,1.19,0.39,-6.6,7.31,0,0,0,-0.16,18.57,90,90,0,0,0,0,1,0,0
46092617,8902291,17345,6,8.2,1.2,-0.52,1.19,0.36,-6.62,7.33,0,0,0,-0.14,18.58,90,90,0,0,0,0,1,0,0
46109379,8919053,16762,6,8.22,1.2,-0.52,1.19,0.34,-6.57,7.33,0,0,0,-0.16,18.58,90,90,0,0,0,0,1,0,0
46128186,8937860,18807,6,8.22,1.2,-0.52,1.19,0.36,-6.59,7.33,0,0,0,-0.14,18.57,90,90,0,0,0,0,1,0,0
46146826,8956500,18640,6,8.2,1.2,-0.52,1.19,0.34,-6.58,7.29,0,0,0,-0.13,18.56,90,90,0,0,0,0,1,0,0
46165064,8974738,18238,6,8.2,1.2,-0.52,1.19,0.37,-6.58,7.36,0,0,0,-0.14,18.58,90,90,0,0,0,0,1,0,0
46181761,8991435,16697,6,8.21,1.2,-0.52,1.19,0.35,-6.58,7.3,0,0,0,-0.15,18.58,90,90,0,0,0,0,1,0,0
46198867,9008541,17106,6,8.21,1.2,-0.52,1.19,0.32,-6.6,7.33,0,0,0,-0.15,18.58,90,90,0,0,0,0,1,0,0
46215938,9025612,17071,6,8.21,1.2,-0.52,1.19,0.36,-6.6,7.3,0,0,0,-0.17,18.59,90,90,0,0,0,0,1,0,0
46233829,9043503,17891,6,8.21,1.2,-0.52,1.19,0.35,-6.58,7.33,0,0,0,-0.17,18.58,90,90,0,0,0,0,1,0,0
46251116,9060790,17287,6,8.21,1.2,-0.52,1.19,0.35,-6.59,7.33,0,0,0,-0.17,18.55,90,90,0,0,0,0,1,0,0
46268488,9078162,17372,6,8.2,1.2,-0.52,1.19,0.36,-6.59,7.32,0,0,0,-0.19,18.58,90,90,0,0,0,0,1,0,0
46285559,9095233,17071,6,8.21,1.2,-0.52,1.19,0.35,-6.58,7.33,0,0,0,-0.2,18.58,90,90,0,0,0,0,1,0,0
46302608,9112282,17049,6,8.22,1.2,-0.52,1.19,0.34,-6.6,7.34,0,0,0,-0.21,18.57,90,90,0,0,0,0,1,0,0
46320509,9130183,17901,6,8.22,1.2,-0.52,1.19,0.34,-6.57,7.34,0,0,0,-0.21,18.58,90,90,0,0,0,0,1,0,0
46337489,9147163,16980,6,8.22,1.2,-0.52,1.19,0.35,-6.59,7.33,0,0,0,-0.21,18.58,90,90,0,0,0,0,1,0,0
46354883,9164557,17394,6,8.2,1.2,-0.52,1.19,0.34,-6.59,7.34,0,0,0,-0.2,18.57,90,90,0,0,0,0,1,0,0
46371988,9181662,17105,6,8.21,1.2,-0.52,1.19,0.34,-6.59,7.31,0,0,0,-0.17,18.57,90,90,0,0,0,0,1,0,0
46390226,9199900,18238,6,8.2,1.2,-0.52,1.19,0.35,-6.61,7.33,0,0,0,-0.16,18.59,90,90,0,0,0,0,1,0,0
46408867,9218541,18641,6,8.2,1.2,-0.52,1.19,0.35,-6.58,7.33,0,0,0,-0.15,18.58,90,90,0,0,0,0,1,0,0
46425748,9235422,16881,6,8.21,1.2,-0.52,1.19,0.33,-6.58,7.29,-0.01,0,0,-0.16,18.58,90,90,0,0,0,0,1,0,0
46444713,9254387,18965,6,8.22,1.2,-0.52,1.19,0.36,-6.59,7.33,0,0,0,-0.14,18.57,90,90,0,0,0,0,1,0,0
46462174,9271848,17461,6,8.2,1.2,-0.52,1.19,0.36,-6.58,7.34,0,0,0,-0.16,18.59,90,90,0,0,0,0,1,0,0
46479599,9289273,17425,6,8.2,1.2,-0.52,1.19,0.35,-6.59,7.32,0,0,0,-0.16,18.59,90,90,0,0,0,0,1,0,0
46497510,9307184,17911,6,8.21,1.2,-0.52,1.19,0.36,-6.6,7.3,0,0,0,-0.18,18.58,90,90,0,0,0,0,1,0,0
46514954,9324628,17444,6,8.22,1.2,-0.52,1.19,0.36,-6.57,7.31,0,0,0,-0.18,18.57,90,90,0,0,0,0,1,0,0
46532356,9342030,17402,6,8.21,1.2,-0.52,1.19,0.37,-6.6,7.32,0,0,0,-0.17,18.58,90,90,0,0,0,0,1,0,0
46549230,9358904,16874,6,8.21,1.2,-0.52,1.19,0.36,-6.6,7.29,0,0,0,-0.18,18.59,90,90,0,0,0,0,1,0,0
46567085,9376759,17855,6,8.2,1.2,-0.52,1.19,0.37,-6.58,7.35,0,0,0,-0.18,18.58,90,90,0,0,0,0,1,0,0
46584247,9393921,17162,6,8.22,1.2,-0.52,1.19,0.34,-6.59,7.29,0,0,0,-0.18,18.58,90,90,0,0,0,0,1,0,0
46601238,9410912,16991,6,8.22,1.2,-0.52,1.19,0.34,-6.62,7.32,0,0,0,-0.19,18.59,90,90,0,0,0,0,1,0,0
46618401,9428075,17163,6,8.22,1.2,-0.52,1.19,0.35,-6.58,7.3,0,0,0,-0.19,18.59,90,90,0,0,0,0,1,0,0
46636257,9445931,17856,6,8.2,1.2,-0.52,1.19,0.34,-6.58,7.32,0,0,0,-0.2,18.59,90,90,0,0,0,0,1,0,0
46653362,9463036,17105,6,8.21,1.2,-0.52,1.19,0.38,-6.58,7.31,0,0,0,-0.18,18.58,90,90,0,0,0,0,1,0,0
46670377,9480051,17015,6,8.22,1.2,-0.52,1.19,0.33,-6.58,7.34,0,0,0,-0.2,18.6,90,90,0,0,0,0,1,0,0
46688412,9498086,18035,6,8.21,1.2,-0.52,1.19,0.37,-6.6,7.33,0,0,0,-0.19,18.58,90,90,0,0,0,0,1,0,0
46705861,9515535,17449,6,8.21,1.2,-0.52,1.19,0.34,-6.6,7.3,-0.01,0,0,-0.2,18.59,90,90,0,0,0,0,1,0,0
46722911,9532585,17050,6,8.21,1.2,-0.52,1.19,0.37,-6.6,7.3,0,0,0,-0.2,18.58,90,90,0,0,0,0,1,0,0
46739608,9549282,16697,6,8.21,1.2,-0.52,1.19,0.37,-6.59,7.31,0,0,0,-0.2,18.58,90,90,0,0,0,0,1,0,0
46756460,9566134,16852,6,8.22,1.2,-0.52,1.19,0.38,-6.59,7.34,0,0,0,-0.22,18.59,90,90,0,0,0,0,1,0,0
46774365,9584039,17905,6,8.21,1.2,-0.52,1.19,0.35,-6.59,7.33,0,0,0,-0.21,18.59,90,90,0,0,0,0,1,0,0
46791737,9601411,17372,6,8.19,1.2,-0.52,1.19,0.36,-6.56,7.32,0,0,0,-0.21,18.59,90,90,0,0,0,0,1,0,0
46808807,9618481,17070,6,8.21,1.2,-0.52,1.19,0.35,-6.59,7.32,0,0,0,-0.21,18.57,90,90,0,0,0,0,1,0,0
46826250,9635924,17443,6,8.21,1.2,-0.52,1.19,0.34,-6.58,7.3,0,0,0,-0.2,18.59,90,90,0,0,0,0,1,0,0
46844946,9654620,18696,6,8.21,1.2,-0.52,1.19,0.33,-6.6,7.31,0,0,0,-0.23,18.59,90,90,0,0,0,0,1,0,0
46862108,9671782,17162,6,8.22,1.2,-0.52,1.19,0.35,-6.59,7.32,0,0,0,-0.24,18.58,90,90,0,0,0,0,1,0,0
46879072,9688746,16964,6,8.22,1.2,-0.52,1.19,0.35,-6.58,7.3,0,0,0,-0.24,18.58,90,90,0,0,0,0,1,0,0
46895877,9705551,16805,6,8.21,1.2,-0.52,1.19,0.33,-6.59,7.31,0,0,0,-0.23,18.59,90,90,0,0,0,0,1,0,0
46913004,9722678,17127,6,8.21,1.2,-0.52,1.19,0.34,-6.58,7.32,0,0,0,-0.22,18.6,90,90,0,0,0,0,1,0,0
46932429,9742103,19425,6,8.2,1.2,-0.52,1.19,0.34,-6.61,7.3,0,0,0,-0.24,18.59,90,90,0,0,0,0,1,0,0
46949638,9759312,17209,6,8.21,1.2,-0.52,1.19,0.37,-6.58,7.3,0,0,0,-0.22,18.58,90,90,0,0,0,0,1,0,0
46967363,9777037,17725,6,8.21,1.2,-0.52,1.18,0.35,-6.58,7.32,-0.01,0,0,-0.23,18.59,90,90,0,0,0,0,1,0,0
46984469,9794143,17106,6,8.19,1.2,-0.52,1.18,0.36,-6.58,7.29,0,0,-0.01,-0.23,18.58,90,90,0,0,0,0,1,0,0
47001949,9811623,17480,6,8.21,1.2,-0.52,1.18,0.36,-6.6,7.3,0,0,0,-0.24,18.59,90,90,0,0,0,0,1,0,0
47019054,9828728,17105,6,8.21,1.2,-0.52,1.18,0.34,-6.58,7.32,0,0,0,-0.24,18.59,90,90,0,0,0,0,1,0,0
47036180,9845854,17126,6,8.21,1.2,-0.52,1.18,0.36,-6.59,7.3,0,0,0,-0.24,18.58,90,90,0,0,0,0,1,0,0
47053158,9862832,16978,6,8.21,1.2,-0.52,1.18,0.36,-6.58,7.3,0,0,0,-0.24,18.59,90,90,0,0,0,0,1,0,0
47071068,9880742,17910,6,8.21,1.2,-0.52,1.18,0.37,-6.6,7.3,0,0,0,-0.23,18.59,90,90,0,0,0,0,1,0,0
47088118,9897792,17050,6,8.2,1.2,-0.52,1.18,0.37,-6.59,7.3,0,0,0,-0.25,18.58,90,90,0,0,0,0,1,0,0
47105189,9914863,17071,6,8.2,1.2,-0.52,1.18,0.37,-6.56,7.33,0,0,0,-0.24,18.59,90,90,0,0,0,0,1,0,0
47122449,9932123,17260,6,8.22,1.2,-0.52,1.18,0.36,-6.6,7.32,0,0,0,-0.24,18.59,90,90,0,0,0,0,1,0,0
47140252,9949926,17803,6,8.21,1.2,-0.52,1.18,0.34,-6.59,7.31,0,0,0,-0.26,18.61,90,90,0,0,0,0,1,0,0
47157301,9966975,17049,6,8.21,1.2,-0.52,1.18,0.36,-6.6,7.34,0,0,0,-0.26,18.61,90,90,0,0,0,0,1,0,0
47174427,9984101,17126,6,8.2,1.2,-0.52,1.18,0.35,-6.61,7.32,0,0,0,-0.28,18.58,90,90,0,0,0,0,1,0,0
47191165,10000839,16738,6,8.2,1.2,-0.52,1.18,0.34,-6.58,7.29,0,0,0,-0.28,18.59,90,90,0,0,0,0,1,0,0
47209039,10018713,17874,6,8.19,1.2,-0.52,1.18,0.35,-6.62,7.32,0,0,0,-0.26,18.58,90,90,0,0,0,0,1,0,0
47226410,10036084,17371,6,8.2,1.2,-0.52,1.18,0.33,-6.59,7.29,0,0,0,-0.27,18.59,90,90,0,0,0,0,1,0,0
47245107,10054781,18697,6,8.21,1.2,-0.52,1.18,0.35,-6.59,7.31,0,0,0,-0.26,18.61,90,90,0,0,0,0,1,0,0
47262494,10072168,17387,6,8.19,1.2,-0.52,1.18,0.33,-6.59,7.32,0,0,0,-0.25,18.59,90,90,0,0,0,0,1,0,0
47279190,10088864,16696,6,8.19,1.2,-0.52,1.18,0.37,-6.61,7.29,0,0,0,-0.25,18.59,90,90,0,0,0,0,1,0,0
47297998,10107672,18808,6,8.2,1.2,-0.52,1.18,0.35,-6.6,7.33,-0.01,0,0,-0.23,18.59,90,90,0,0,0,0,1,0,0
47315372,10125046,17374,6,8.21,1.2,-0.52,1.18,0.36,-6.6,7.31,0,0,0,-0.25,18.6,90,90,0,0,0,0,1,0,0
47332926,10142600,17554,6,8.21,1.2,-0.52,1.18,0.37,-6.59,7.32,0,0,0,-0.24,18.59,90,90,0,0,0,0,1,0,0
47350143,10159817,17217,6,8.2,1.2,-0.52,1.18,0.37,-6.63,7.31,0,0,0,-0.23,18.61,90,90,0,0,0,0,1,0,0
47367158,10176832,17015,6,8.22,1.2,-0.52,1.18,0.35,-6.61,7.29,0,0,0,-0.22,18.58,90,90,0,0,0,0,1,0,0
47386976,10196650,19818,6,8.22,1.2,-0.52,1.18,0.35,-6.59,7.3,0,0,0,-0.2,18.58,90,90,0,0,0,0,1,0,0
47404020,10213694,17044,6,8.2,1.2,-0.52,1.18,0.36,-6.6,7.3,0,0,0,-0.22,18.6,90,90,0,0,0,0,1,0,0
47421444,10231118,17424,6,8.21,1.2,-0.52,1.18,0.37,-6.58,7.31,0,0,0,-0.22,18.6,90,90,0,0,0,0,1,0,0
47438550,10248224,17106,6,8.21,1.2,-0.52,1.18,0.35,-6.59,7.29,0,0,0,-0.22,18.6,90,90,0,0,0,0,1,0,0
47455733,10265407,17183,6,8.21,1.2,-0.52,1.18,0.34,-6.61,7.32,0,0,0,-0.21,18.6,90,90,0,0,0,0,1,0,0
47472676,10282350,16943,6,8.22,1.2,-0.52,1.18,0.36,-6.59,7.32,0,0,0,-0.23,18.62,90,90,0,0,0,0,1,0,0
47491759,10301433,19083,6,8.2,1.2,-0.52,1.18,0.37,-6.58,7.29,0,0,0,-0.23,18.61,90,90,0,0,0,0,1,0,0
47510343,10320017,18584,6,8.21,1.2,-0.52,1.18,0.35,-6.6,7.29,0,0,0,-0.22,18.6,90,90,0,0,0,0,1,0,0
47527449,10337123,17106,6,8.21,1.2,-0.52,1.18,0.36,-6.58,7.32,0,0,0,-0.2,18.59,90,90,0,0,0,0,1,0,0
47545114,10354788,17665,6,8.21,1.2,-0.52,1.18,0.34,-6.59,7.29,0,0,0,-0.19,18.59,90,90,0,0,0,0,1,0,0
47562123,10371797,17009,6,8.22,1.2,-0.52,1.18,0.36,-6.59,7.29,0,0,0,-0.2,18.61,90,90,0,0,0,0,1,0,0
47579870,10389544,17747,6,8.22,1.2,-0.52,1.18,0.36,-6.59,7.28,-0.01,0,0,-0.2,18.61,90,90,0,0,0,0,1,0,0
47596920,10406594,17050,6,8.2,1.2,-0.52,1.18,0.33,-6.6,7.31,0,0,0,-0.2,18.61,90,90,0,0,0,0,1,0,0
47614303,10423977,17383,6,8.21,1.2,-0.52,1.18,0.34,-6.62,7.31,0,0,0,-0.2,18.61,90,90,0,0,0,0,1,0,0
47631410,10441084,17107,6,8.22,1.2,-0.52,1.18,0.37,-6.58,7.32,0,0,0,-0.2,18.61,90,90,0,0,0,0,1,0,0
47648444,10458118,17034,6,8.2,1.2,-0.51,1.18,0.33,-6.59,7.3,0,0,0,-0.21,18.62,90,90,0,0,0,0,1,0,0
47665143,10474817,16699,6,8.21,1.2,-0.51,1.18,0.36,-6.6,7.31,0,0,0,-0.17,18.61,90,90,0,0,0,0,1,0,0
47684231,10493905,19088,6,8.21,1.2,-0.51,1.18,0.34,-6.6,7.31,0,0,0,-0.15,18.59,90,90,0,0,0,0,1,0,0
47702065,10511739,17834,6,8.22,1.2,-0.51,1.18,0.34,-6.6,7.28,0,0,0,-0.14,18.6,90,90,0,0,0,0,1,0,0
47718761,10528435,16696,6,8.22,1.2,-0.51,1.18,0.36,-6.6,7.32,0,0,0,-0.14,18.6,90,90,0,0,0,0,1,0,0
47737569,10547243,18808,6,8.2,1.2,-0.51,1.18,0.34,-6.6,7.31,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
47754943,10564617,17374,6,8.21,1.2,-0.51,1.18,0.36,-6.59,7.3,0,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
47772496,10582170,17553,6,8.2,1.2,-0.51,1.18,0.36,-6.62,7.3,0,0,0,-0.13,18.62,90,90,0,0,0,0,1,0,0
47789602,10599276,17106,6,8.21,1.2,-0.51,1.18,0.36,-6.6,7.33,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
47806672,10616346,17070,6,8.21,1.2,-0.51,1.18,0.34,-6.6,7.29,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
47824115,10633789,17443,6,8.23,1.2,-0.51,1.18,0.36,-6.6,7.31,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
47841591,10651265,17476,6,8.2,1.2,-0.51,1.18,0.33,-6.57,7.31,0,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
47858641,10668315,17050,6,8.2,1.2,-0.51,1.18,0.37,-6.59,7.3,0,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
47875711,10685385,17070,6,8.22,1.2,-0.51,1.18,0.34,-6.6,7.29,-0.01,0,0,-0.12,18.6,90,90,0,0,0,0,1,0,0
47892928,10702602,17217,6,8.21,1.2,-0.51,1.18,0.36,-6.6,7.32,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
47910789,10720463,17861,6,8.22,1.2,-0.51,1.18,0.36,-6.62,7.29,0,0,0,-0.15,18.6,90,90,0,0,0,0,1,0,0
47928171,10737845,17382,6,8.21,1.2,-0.51,1.18,0.37,-6.61,7.31,0,0,0,-0.15,18.6,90,90,0,0,0,0,1,0,0
47946138,10755812,17967,6,8.2,1.2,-0.51,1.18,0.36,-6.57,7.32,0,0,0,-0.15,18.6,90,90,0,0,0,0,1,0,0
47963243,10772917,17105,6,8.21,1.2,-0.51,1.18,0.36,-6.62,7.3,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
47980675,10790349,17432,6,8.21,1.2,-0.51,1.18,0.34,-6.59,7.32,0,0,0,-0.13,18.61,90,90,0,0,0,0,1,0,0
47999668,10809342,18993,6,8.21,1.2,-0.51,1.18,0.35,-6.6,7.3,0,0,0,-0.13,18.61,90,90,0,0,0,0,1,0,0
48017040,10826714,17372,6,8.21,1.2,-0.51,1.18,0.36,-6.61,7.3,0,0,0,-0.13,18.61,90,90,0,0,0,0,1,0,0
48034111,10843785,17071,6,8.2,1.2,-0.51,1.18,0.33,-6.59,7.3,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
48050925,10860599,16814,6,8.22,1.2,-0.51,1.18,0.37,-6.6,7.31,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
48068781,10878455,17856,6,8.21,1.2,-0.51,1.18,0.37,-6.58,7.3,-0.01,0,0,-0.12,18.6,90,90,0,0,0,0,1,0,0
48085760,10895434,16979,6,8.22,1.2,-0.51,1.18,0.34,-6.62,7.31,0,0,0,-0.11,18.59,90,90,0,0,0,0,1,0,0
48104779,10914453,19019,6,8.22,1.2,-0.51,1.18,0.34,-6.6,7.29,0,0,0,-0.13,18.61,90,90,0,0,0,0,1,0,0
48122102,10931776,17323,6,8.2,1.2,-0.51,1.18,0.34,-6.58,7.3,0,0,0,-0.14,18.6,90,90,0,0,0,0,1,0,0
48139583,10949257,17481,6,8.2,1.2,-0.51,1.18,0.36,-6.6,7.3,0,0,0,-0.14,18.6,90,90,0,0,0,0,1,0,0
48157551,10967225,17968,6,8.21,1.2,-0.51,1.18,0.36,-6.6,7.3,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
48174432,10984106,16881,6,8.21,1.2,-0.51,1.18,0.36,-6.59,7.32,0,0,-0.01,-0.12,18.6,90,90,0,0,0,0,1,0,0
48192078,11001752,17646,6,8.22,1.2,-0.51,1.18,0.36,-6.59,7.29,0,0,-0.01,-0.12,18.61,90,90,0,0,0,0,1,0,0
48209184,11018858,17106,6,8.2,1.2,-0.51,1.18,0.33,-6.6,7.3,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
48227039,11036713,17855,6,8.21,1.2,-0.51,1.18,0.36,-6.59,7.29,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
48244144,11053818,17105,6,8.22,1.2,-0.51,1.18,0.37,-6.6,7.28,0,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
48261670,11071344,17526,6,8.2,1.2,-0.51,1.18,0.35,-6.59,7.32,0,0,0,-0.12,18.61,90,90,0,0,0,0,1,0,0
48279050,11088724,17380,6,8.2,1.2,-0.51,1.18,0.34,-6.6,7.31,0,0,0,-0.12,18.61,90,90,0,0,0,0,1,0,0
48296065,11105739,17015,6,8.21,1.2,-0.51,1.18,0.36,-6.59,7.29,0,0,0,-0.13,18.61,90,90,0,0,0,0,1,0,0
48313171,11122845,17106,6,8.22,1.2,-0.51,1.18,0.33,-6.58,7.32,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
48330913,11140587,17742,6,8.2,1.2,-0.51,1.18,0.37,-6.62,7.31,0,0,0,-0.15,18.61,90,90,0,0,0,0,1,0,0
48347586,11157260,16673,6,8.22,1.2,-0.51,1.18,0.35,-6.59,7.29,0,0,0,-0.15,18.6,90,90,0,0,0,0,1,0,0
48365940,11175614,18354,6,8.21,1.2,-0.51,1.18,0.35,-6.58,7.31,0,0,0,-0.13,18.61,90,90,0,0,0,0,1,0,0
48383046,11192720,17106,6,8.22,1.2,-0.51,1.18,0.37,-6.6,7.27,0,0,0,-0.14,18.6,90,90,0,0,0,0,1,0,0
48399740,11209414,16694,6,8.22,1.2,-0.51,1.18,0.36,-6.62,7.3,0,0,0,-0.14,18.6,90,90,0,0,0,0,1,0,0
48416845,11226519,17105,6,8.21,1.2,-0.51,1.18,0.37,-6.59,7.31,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
48434210,11243884,17365,6,8.21,1.2,-0.51,1.18,0.36,-6.6,7.3,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
48451638,11261312,17428,6,8.21,1.2,-0.51,1.18,0.36,-6.57,7.3,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
48468654,11278328,17016,6,8.21,1.2,-0.51,1.18,0.35,-6.63,7.3,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
48485417,11295091,16763,6,8.22,1.2,-0.51,1.18,0.35,-6.6,7.3,0,0,0,-0.1,18.61,90,90,0,0,0,0,1,0,0
48502467,11312141,17050,6,8.19,1.2,-0.51,1.18,0.36,-6.6,7.28,0,0,0,-0.11,18.6,90,90,0,0,0,0,1,0,0
48519911,11329585,17444,6,8.19,1.2,-0.51,1.18,0.37,-6.6,7.28,0,0,0,-0.11,18.6,90,90,0,0,0,0,1,0,0
48538201,11347875,18290,6,8.21,1.2,-0.51,1.18,0.34,-6.63,7.3,0,0,0,-0.11,18.6,90,90,0,0,0,0,1,0,0
48558075,11367749,19874,6,8.2,1.2,-0.51,1.18,0.36,-6.61,7.29,0,0,0,-0.08,18.61,90,90,0,0,0,0,1,0,0
48575124,11384798,17049,6,8.21,1.2,-0.51,1.18,0.36,-6.61,7.3,0,0,0,-0.07,18.6,90,90,0,0,0,0,1,0,0
48593148,11402822,18024,6,8.21,1.2,-0.51,1.18,0.36,-6.61,7.29,0,0,0,-0.08,18.59,90,90,0,0,0,0,1,0,0
48611956,11421630,18808,6,8.22,1.2,-0.51,1.18,0.34,-6.6,7.3,0,0,0,-0.08,18.61,90,90,0,0,0,0,1,0,0
48629093,11438767,17137,6,8.2,1.2,-0.51,1.18,0.36,-6.62,7.31,-0.01,0,0,-0.06,18.6,90,90,0,0,0,0,1,0,0
48646948,11456622,17855,6,8.2,1.2,-0.51,1.18,0.36,-6.61,7.3,-0.01,0,0,-0.06,18.61,90,90,0,0,0,0,1,0,0
48664054,11473728,17106,6,8.21,1.2,-0.51,1.18,0.33,-6.61,7.28,0,0,0,-0.06,18.6,90,90,0,0,0,0,1,0,0
48681479,11491153,17425,6,8.21,1.2,-0.51,1.18,0.34,-6.62,7.29,0,0,0,-0.07,18.61,90,90,0,0,0,0,1,0,0
48698514,11508188,17035,6,8.21,1.2,-0.51,1.18,0.37,-6.59,7.3,0,0,0,-0.07,18.61,90,90,0,0,0,0,1,0,0
48715915,11525589,17401,6,8.21,1.2,-0.51,1.18,0.36,-6.63,7.29,-0.01,0,0,-0.09,18.61,90,90,0,0,0,0,1,0,0
48735396,11545070,19481,6,8.2,1.2,-0.51,1.18,0.35,-6.61,7.29,-0.01,0,0,-0.09,18.6,90,90,0,0,0,0,1,0,0
48752446,11562120,17050,6,8.2,1.2,-0.51,1.18,0.36,-6.6,7.29,0,0,0,-0.1,18.59,90,90,0,0,0,0,1,0,0
48769831,11579505,17385,6,8.2,1.2,-0.51,1.18,0.37,-6.62,7.27,0,0,0,-0.1,18.61,90,90,0,0,0,0,1,0,0
48786571,11596245,16740,6,8.2,1.2,-0.51,1.18,0.37,-6.6,7.29,0,0,0,-0.1,18.61,90,90,0,0,0,0,1,0,0
48804803,11614477,18232,6,8.2,1.2,-0.51,1.18,0.37,-6.62,7.29,0,0,0,-0.1,18.6,90,90,0,0,0,0,1,0,0
48822750,11632424,17947,6,8.19,1.2,-0.51,1.18,0.37,-6.61,7.28,0,0,0,-0.09,18.61,90,90,0,0,0,0,1,0,0
48839859,11649533,17109,6,8.19,1.2,-0.51,1.18,0.33,-6.6,7.27,-0.01,0,0,-0.09,18.61,90,90,0,0,0,0,1,0,0
48856965,11666639,17106,6,8.2,1.2,-0.51,1.18,0.36,-6.57,7.3,0,0,0,-0.05,18.61,90,90,0,0,0,0,1,0,0
48874159,11683833,17194,6,8.21,1.2,-0.51,1.18,0.35,-6.6,7.3,0,0,0,-0.03,18.58,90,90,0,0,0,0,1,0,0
48891532,11701206,17373,6,8.21,1.2,-0.51,1.18,0.34,-6.6,7.3,0,0,0,-0.06,18.61,90,90,0,0,0,0,1,0,0
48908939,11718613,17407,6,8.21,1.2,-0.51,1.18,0.34,-6.59,7.3,0,0,0,-0.07,18.61,90,90,0,0,0,0,1,0,0
48926045,11735719,17106,6,8.2,1.2,-0.51,1.18,0.36,-6.62,7.3,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
48944686,11754360,18641,6,8.21,1.2,-0.51,1.18,0.35,-6.59,7.29,0,0,0,-0.06,18.6,90,90,0,0,0,0,1,0,0
48964135,11773809,19449,6,8.21,1.2,-0.51,1.18,0.36,-6.6,7.31,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
48982370,11792044,18235,6,8.21,1.2,-0.51,1.18,0.35,-6.63,7.29,0,0,0,-0.09,18.61,90,90,0,0,0,0,1,0,0
48999476,11809150,17106,6,8.21,1.2,-0.51,1.18,0.34,-6.61,7.3,0,0,0,-0.09,18.61,90,90,0,0,0,0,1,0,0
49016659,11826333,17183,6,8.2,1.2,-0.51,1.18,0.35,-6.6,7.29,0,0,0,-0.09,18.61,90,90,0,0,0,0,1,0,0
