logMicros,flightMicros,logDt,state,voltage,yaw,pitch,roll,aX,aY,aZ,gX,gY,gZ,altitude,temp,yPID,zPID,yServo,zServo,pyro1,pyro2,pyro1Cont,pyro2Cont,abort
49033708,11843382,17049,6,8.2,1.2,-0.51,1.18,0.35,-6.59,7.32,0,0,0,-0.09,18.62,90,90,0,0,0,0,1,0,0
49051595,11861269,17887,6,8.2,1.2,-0.51,1.18,0.35,-6.63,7.27,0,0,0,-0.11,18.6,90,90,0,0,0,0,1,0,0
49068975,11878649,17380,6,8.2,1.2,-0.51,1.18,0.34,-6.62,7.3,0,0,0,-0.12,18.59,90,90,0,0,0,0,1,0,0
49086046,11895720,17071,6,8.21,1.2,-0.51,1.18,0.37,-6.61,7.29,0,0,-0.01,-0.12,18.59,90,90,0,0,0,0,1,0,0
49103097,11912771,17051,6,8.2,1.2,-0.51,1.18,0.35,-6.61,7.29,0,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
49121020,11930694,17923,6,8.21,1.2,-0.51,1.18,0.34,-6.61,7.28,0,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
49138418,11948092,17398,6,8.21,1.2,-0.51,1.18,0.37,-6.6,7.28,-0.01,0,0,-0.14,18.61,90,90,0,0,0,0,1,0,0
49155820,11965494,17402,6,8.21,1.2,-0.51,1.18,0.37,-6.58,7.3,0,0,0,-0.12,18.6,90,90,0,0,0,0,1,0,0
49172813,11982487,16993,6,8.19,1.2,-0.51,1.18,0.35,-6.61,7.29,0,0,0,-0.12,18.59,90,90,0,0,0,0,1,0,0
49189940,11999614,17127,6,8.21,1.2,-0.51,1.18,0.34,-6.59,7.3,0,0,-0.01,-0.12,18.59,90,90,0,0,0,0,1,0,0
49206819,12016493,16879,6,8.21,1.2,-0.51,1.18,0.35,-6.59,7.29,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
49225123,12034797,18304,6,8.2,1.2,-0.51,1.18,0.35,-6.59,7.29,0,0,0,-0.09,18.6,90,90,0,0,0,0,1,0,0
49242494,12052168,17371,6,8.22,1.2,-0.51,1.18,0.36,-6.6,7.28,0,0,0,-0.08,18.6,90,90,0,0,0,0,1,0,0
49259976,12069650,17482,6,8.22,1.2,-0.51,1.18,0.36,-6.6,7.29,0,0,0,-0.08,18.6,90,90,0,0,0,0,1,0,0
49279826,12089500,19850,6,8.21,1.2,-0.51,1.18,0.38,-6.61,7.27,0,0,0,-0.06,18.58,90,90,0,0,0,0,1,0,0
49298466,12108140,18640,6,8.22,1.2,-0.51,1.18,0.33,-6.62,7.28,-0.01,0,0,-0.03,18.59,90,90,0,0,0,0,1,0,0
49315487,12125161,17021,6,8.2,1.2,-0.51,1.18,0.35,-6.6,7.26,0,0,0,-0.05,18.6,90,90,0,0,0,0,1,0,0
49332992,12142666,17505,6,8.21,1.2,-0.51,1.18,0.37,-6.61,7.32,0,0,0,-0.05,18.59,90,90,0,0,0,0,1,0,0
49350332,12160006,17340,6,8.2,1.2,-0.51,1.18,0.34,-6.61,7.28,0,0,0,-0.08,18.59,90,90,0,0,0,0,1,0,0
49367459,12177133,17127,6,8.2,1.2,-0.51,1.18,0.37,-6.63,7.29,0,0,0,-0.08,18.6,90,90,0,0,0,0,1,0,0
49384509,12194183,17050,6,8.22,1.2,-0.51,1.18,0.36,-6.6,7.29,0,0,0,-0.07,18.58,90,90,0,0,0,0,1,0,0
49401956,12211630,17447,6,8.19,1.2,-0.51,1.18,0.35,-6.6,7.29,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
49418975,12228649,17019,6,8.19,1.2,-0.51,1.18,0.36,-6.63,7.28,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
49436886,12246560,17911,6,8.21,1.2,-0.51,1.18,0.33,-6.6,7.28,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
49453992,12263666,17106,6,8.21,1.2,-0.51,1.18,0.36,-6.62,7.28,0,0,0,-0.09,18.61,90,90,0,0,0,0,1,0,0
49471119,12280793,17127,6,8.2,1.2,-0.51,1.18,0.36,-6.64,7.3,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
49488254,12297928,17135,6,8.21,1.2,-0.51,1.18,0.36,-6.6,7.29,0,0,0,-0.11,18.59,90,90,0,0,0,0,1,0,0
49507336,12317010,19082,6,8.21,1.2,-0.51,1.18,0.35,-6.62,7.29,0,0,0,-0.12,18.61,90,90,0,0,0,0,1,0,0
49525977,12335651,18641,6,8.2,1.2,-0.51,1.18,0.36,-6.62,7.28,0,0,0,-0.12,18.59,90,90,0,0,0,0,1,0,0
49543083,12352757,17106,6,8.21,1.2,-0.51,1.18,0.35,-6.6,7.29,0,0,0,-0.13,18.58,90,90,0,0,0,0,1,0,0
49560332,12370006,17249,6,8.2,1.2,-0.51,1.18,0.34,-6.62,7.28,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
49577726,12387400,17394,6,8.2,1.2,-0.51,1.18,0.36,-6.62,7.29,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
49595128,12404802,17402,6,8.2,1.2,-0.51,1.18,0.34,-6.63,7.3,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
49614553,12424227,19425,6,8.21,1.2,-0.51,1.18,0.35,-6.63,7.28,0,0,0,-0.11,18.58,90,90,0,0,0,0,1,0,0
49631318,12440992,16765,6,8.2,1.2,-0.51,1.18,0.35,-6.6,7.29,0,0,0,-0.12,18.58,90,90,0,0,0,0,1,0,0
49649174,12458848,17856,6,8.22,1.2,-0.51,1.18,0.36,-6.61,7.29,0,0,0,-0.11,18.59,90,90,0,0,0,0,1,0,0
49665881,12475555,16707,6,8.21,1.2,-0.51,1.18,0.33,-6.6,7.27,0,0,0,-0.15,18.59,90,90,0,0,0,0,1,0,0
49684843,12494517,18962,6,8.2,1.2,-0.51,1.18,0.36,-6.62,7.3,0,0,0,-0.15,18.59,90,90,0,0,0,0,1,0,0
49702438,12512112,17595,6,8.21,1.2,-0.51,1.18,0.36,-6.62,7.26,0,0,0,-0.12,18.58,90,90,0,0,0,0,1,0,0
49719134,12528808,16696,6,8.21,1.2,-0.51,1.18,0.36,-6.63,7.27,0,0,0,-0.12,18.58,90,90,0,0,0,0,1,0,0
49736184,12545858,17050,6,8.21,1.2,-0.51,1.18,0.36,-6.62,7.27,-0.01,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
49753484,12563158,17300,6,8.2,1.2,-0.51,1.18,0.33,-6.63,7.27,0,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
49770442,12580116,16958,6,8.2,1.2,-0.51,1.18,0.36,-6.62,7.27,0,0,0,-0.12,18.59,90,90,0,0,0,0,1,0,0
49787513,12597187,17071,6,8.23,1.2,-0.51,1.18,0.34,-6.62,7.29,0,0,0,-0.12,18.59,90,90,0,0,0,0,1,0,0
49804619,12614293,17106,6,8.2,1.2,-0.51,1.18,0.34,-6.63,7.28,0,0,0,-0.15,18.59,90,90,0,0,0,0,1,0,0
49822044,12631718,17425,6,8.22,1.2,-0.51,1.18,0.35,-6.63,7.27,0,0,0,-0.15,18.59,90,90,0,0,0,0,1,0,0
49839170,12648844,17126,6,8.22,1.2,-0.51,1.18,0.37,-6.62,7.29,0,0,0,-0.15,18.59,90,90,0,0,0,0,1,0,0
49856565,12666239,17395,6,8.22,1.2,-0.51,1.18,0.37,-6.63,7.28,0,0,0,-0.14,18.6,90,90,0,0,0,0,1,0,0
49873615,12683289,17050,6,8.19,1.2,-0.51,1.18,0.37,-6.62,7.3,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
49891527,12701201,17912,6,8.21,1.2,-0.51,1.18,0.34,-6.62,7.3,0,0,0,-0.14,18.57,90,90,0,0,0,0,1,0,0
49908577,12718251,17050,6,8.2,1.2,-0.51,1.18,0.33,-6.63,7.29,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
49926349,12736023,17772,6,8.2,1.2,-0.51,1.18,0.36,-6.63,7.27,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
49943784,12753458,17435,6,8.2,1.2,-0.51,1.18,0.37,-6.62,7.27,0,0,0,-0.11,18.59,90,90,0,0,0,0,1,0,0
49962425,12772099,18641,6,8.2,1.2,-0.51,1.18,0.37,-6.62,7.28,0,0,0,-0.12,18.58,90,90,0,0,0,0,1,0,0
49979906,12789580,17481,6,8.2,1.2,-0.51,1.18,0.34,-6.61,7.3,0,0,0,-0.12,18.58,90,90,0,0,0,0,1,0,0
49997507,12807181,17601,6,8.21,1.2,-0.51,1.18,0.35,-6.64,7.28,0,0,0,-0.08,18.59,90,90,0,0,0,0,1,0,0
50014924,12824598,17417,6,8.21,1.2,-0.51,1.18,0.34,-6.62,7.29,0,0,0,-0.05,18.58,90,90,0,0,0,0,1,0,0
50032416,12842090,17492,6,8.2,1.2,-0.51,1.18,0.33,-6.65,7.27,0,0,0,-0.03,18.58,90,90,0,0,0,0,1,0,0
50049431,12859105,17015,6,8.19,1.2,-0.51,1.18,0.37,-6.62,7.27,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
50066198,12875872,16767,6,8.2,1.2,-0.51,1.18,0.32,-6.61,7.28,0,0,0,-0.06,18.59,90,90,0,0,0,0,1,0,0
50084894,12894568,18696,6,8.2,1.2,-0.51,1.18,0.37,-6.62,7.3,0,0,0,-0.06,18.59,90,90,0,0,0,0,1,0,0
50102575,12912249,17681,6,8.21,1.2,-0.51,1.18,0.36,-6.63,7.27,0,0,0,-0.05,18.59,90,90,0,0,0,0,1,0,0
50119592,12929266,17017,6,8.21,1.2,-0.51,1.18,0.35,-6.64,7.28,0,0,0,-0.05,18.59,90,90,0,0,0,0,1,0,0
50138889,12948563,19297,6,8.21,1.2,-0.51,1.18,0.36,-6.63,7.3,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
50155882,12965556,16993,6,8.2,1.2,-0.51,1.18,0.34,-6.62,7.27,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
50173906,12983580,18024,6,8.21,1.2,-0.51,1.18,0.34,-6.63,7.26,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
50192844,13002518,18938,6,8.21,1.2,-0.51,1.18,0.34,-6.61,7.27,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
50209914,13019588,17070,6,8.22,1.2,-0.51,1.18,0.34,-6.63,7.28,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
50226985,13036659,17071,6,8.22,1.2,-0.51,1.18,0.34,-6.63,7.26,0,0,0,-0.1,18.59,90,90,0,0,0,0,1,0,0
50244090,13053764,17105,6,8.2,1.2,-0.51,1.18,0.36,-6.63,7.3,0,0,0,-0.11,18.58,90,90,0,0,0,0,1,0,0
50261516,13071190,17426,6,8.22,1.2,-0.51,1.18,0.36,-6.61,7.27,0,0,0,-0.11,18.59,90,90,0,0,0,0,1,0,0
50278614,13088288,17098,6,8.22,1.2,-0.51,1.18,0.34,-6.63,7.28,0,0,0,-0.11,18.59,90,90,0,0,0,0,1,0,0
50296278,13105952,17664,6,8.21,1.2,-0.51,1.18,0.34,-6.62,7.27,0,0,0,-0.09,18.58,90,90,0,0,0,0,1,0,0
50313327,13123001,17049,6,8.21,1.2,-0.51,1.18,0.33,-6.62,7.27,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
50331295,13140969,17968,6,8.2,1.2,-0.51,1.18,0.38,-6.61,7.25,0,0,0,-0.11,18.59,90,90,0,0,0,0,1,0,0
50348287,13157961,16992,6,8.21,1.2,-0.51,1.18,0.34,-6.62,7.25,0,0,0,-0.12,18.59,90,90,0,0,0,0,1,0,0
50366410,13176084,18123,6,8.22,1.2,-0.51,1.18,0.36,-6.64,7.27,0,0,0,-0.1,18.57,90,90,0,0,0,0,1,0,0
50386277,13195951,19867,6,8.21,1.2,-0.51,1.18,0.33,-6.61,7.26,0,0,0,-0.08,18.57,90,90,0,0,0,0,1,0,0
50403327,13213001,17050,6,8.21,1.2,-0.51,1.18,0.36,-6.64,7.28,0,0,0,-0.07,18.59,90,90,0,0,0,0,1,0,0
50420335,13230009,17008,6,8.2,1.2,-0.51,1.18,0.34,-6.6,7.28,0,0,0,-0.07,18.58,90,90,0,0,0,0,1,0,0
50437386,13247060,17051,6,8.2,1.2,-0.51,1.18,0.35,-6.61,7.28,0,0,0,-0.07,18.58,90,90,0,0,0,0,1,0,0
50454454,13264128,17068,6,8.21,1.2,-0.51,1.18,0.38,-6.62,7.27,0,0,0,-0.08,18.57,90,90,0,0,0,0,1,0,0
50472002,13281676,17548,6,8.21,1.2,-0.51,1.18,0.32,-6.62,7.28,0,0,0,-0.09,18.59,90,90,0,0,0,0,1,0,0
50488768,13298442,16766,6,8.22,1.2,-0.51,1.18,0.35,-6.64,7.29,0,0,0,-0.11,18.58,90,90,0,0,0,0,1,0,0
50505819,13315493,17051,6,8.22,1.2,-0.51,1.18,0.34,-6.61,7.27,-0.01,0,0,-0.13,18.58,90,90,0,0,0,0,1,0,0
50524515,13334189,18696,6,8.2,1.2,-0.51,1.18,0.34,-6.62,7.28,0,0,0,-0.14,18.58,90,90,0,0,0,0,1,0,0
50544709,13354383,20194,6,8.22,1.2,-0.51,1.18,0.38,-6.63,7.29,0,0,0,-0.14,18.58,90,90,0,0,0,0,1,0,0
50562137,13371811,17428,6,8.21,1.2,-0.51,1.18,0.35,-6.63,7.27,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
50579380,13389054,17243,6,8.21,1.2,-0.51,1.18,0.37,-6.62,7.29,0,0,0,-0.14,18.59,90,90,0,0,0,0,1,0,0
50598021,13407695,18641,6,8.21,1.2,-0.51,1.18,0.33,-6.61,7.25,-0.01,0,0,-0.13,18.58,90,90,0,0,0,0,1,0,0
50615183,13424857,17162,6,8.22,1.2,-0.51,1.18,0.39,-6.63,7.26,0,0,0,-0.13,18.58,90,90,0,0,0,0,1,0,0
50632432,13442106,17249,6,8.21,1.2,-0.51,1.18,0.34,-6.61,7.26,0,0,0,-0.13,18.58,90,90,0,0,0,0,1,0,0
50649424,13459098,16992,6,8.22,1.2,-0.51,1.18,0.36,-6.64,7.25,0,0,0,-0.13,18.59,90,90,0,0,0,0,1,0,0
50667224,13476898,17800,6,8.21,1.2,-0.51,1.18,0.36,-6.63,7.27,0,0,0,-0.16,18.59,90,90,0,0,0,0,1,0,0
50684273,13493947,17049,6,8.21,1.2,-0.51,1.18,0.34,-6.62,7.27,0,0,0,-0.16,18.59,90,90,0,0,0,0,1,0,0
50701699,13511373,17426,6,8.2,1.2,-0.51,1.18,0.33,-6.62,7.28,0,0,0,-0.18,18.59,90,90,0,0,0,0,1,0,0
