logMicros,flightMicros,logDt,state,voltage,yaw,pitch,roll,aX,aY,aZ,gX,gY,gZ,altitude,temp,yPID,zPID,yServo,zServo,pyro1,pyro2,pyro1Cont,pyro2Cont,abort
62314795,0,17367,1,8.17,0.008,-0.002,-0.02,9.56,0.34,-0.3,0,0,0.01,-0.24,14.06,0,0,0,0,0,0,1,0,0
62332592,0,17797,1,8.16,0.008,-0.003,-0.02,9.55,0.33,-0.33,0,0,0.01,-0.23,14.07,0,0,0,0,0,0,1,0,0
62349967,0,17375,1,8.18,0.008,-0.003,-0.02,9.56,0.32,-0.29,0,0,0.01,-0.23,14.06,0,0,0,0,0,0,1,0,0
62367035,0,17068,1,8.17,0.008,-0.003,-0.02,9.56,0.33,-0.25,0,0,0,-0.24,14.07,0,0,0,0,0,0,1,0,0
62383919,0,16884,1,8.17,0.008,-0.003,-0.02,9.58,0.34,-0.22,0,0,0,-0.25,14.07,0,0,0,0,0,0,1,0,0
62401663,0,17744,1,8.16,0.008,-0.003,-0.02,9.6,0.36,-0.25,0,0,0,-0.24,14.06,0,0,0,0,0,0,1,0,0
62418709,0,17046,1,8.16,0.008,-0.003,-0.02,9.55,0.37,-0.27,0,0,0,-0.24,14.06,0,0,0,0,0,0,1,0,0
62435989,0,17280,1,8.17,0.008,-0.003,-0.02,9.56,0.36,-0.3,0,0,0,-0.24,14.07,0,0,0,0,0,0,1,0,0
62453091,0,17102,1,8.17,0.008,-0.003,-0.02,9.56,0.3,-0.31,0,0,0,-0.22,14.06,0,0,0,0,0,0,1,0,0
62470174,0,17083,1,8.18,0.008,-0.003,-0.02,9.55,0.31,-0.25,0,0,0,-0.22,14.08,0,0,0,0,0,0,1,0,0
62487487,0,17313,1,8.17,0.008,-0.003,-0.02,9.56,0.32,-0.24,0,0,0,-0.21,14.07,0,0,0,0,0,0,1,0,0
62505693,0,18206,1,8.17,0.008,-0.003,-0.02,9.57,0.33,-0.23,0,0,0,-0.2,14.07,0,0,0,0,0,0,1,0,0
62524386,0,18693,1,8.18,0.008,-0.003,-0.02,9.56,0.36,-0.29,0,0,0,-0.18,14.07,0,0,0,0,0,0,1,0,0
62542217,0,17831,1,8.17,0.008,-0.003,-0.02,9.57,0.37,-0.32,0,0,0,-0.18,14.07,0,0,0,0,0,0,1,0,0
62559191,0,16974,1,8.17,0.008,-0.003,-0.02,9.55,0.34,-0.3,0,0,0,-0.18,14.07,0,0,0,0,0,0,1,0,0
62576993,0,17802,1,8.18,0.008,-0.003,-0.02,9.56,0.33,-0.25,0,0,0,-0.18,14.07,0,0,0,0,0,0,1,0,0
62594061,0,17068,1,8.17,0.008,-0.003,-0.02,9.55,0.34,-0.24,0,0,0,-0.17,14.07,0,0,0,0,0,0,1,0,0
62613595,0,19534,1,8.18,0.008,-0.003,-0.02,9.58,0.32,-0.25,0,0,0,-0.2,14.09,0,0,0,0,0,0,1,0,0
62630585,0,16990,1,8.17,0.008,-0.003,-0.02,9.56,0.34,-0.28,0,0,0,-0.19,14.08,0,0,0,0,0,0,1,0,0
62648021,0,17436,1,8.18,0.008,-0.003,-0.02,9.57,0.33,-0.3,0,0,0,-0.21,14.08,0,0,0,0,0,0,1,0,0
62665191,0,17170,1,8.16,0.008,-0.003,-0.02,9.54,0.37,-0.31,0,0,0,-0.22,14.08,0,0,0,0,0,0,1,0,0
62684668,0,19477,1,8.16,0.008,-0.003,-0.02,9.57,0.36,-0.28,0,0,0,-0.22,14.09,0,0,0,0,0,0,1,0,0
62702145,0,17477,1,8.18,0.008,-0.003,-0.02,9.57,0.35,-0.25,0,0,0,-0.23,14.07,0,0,0,0,0,0,1,0,0
62719191,0,17046,1,8.18,0.008,-0.003,-0.02,9.56,0.33,-0.25,0,0,0,-0.23,14.07,0,0,0,0,0,0,1,0,0
62736842,0,17651,1,8.17,0.008,-0.003,-0.02,9.56,0.33,-0.26,0,0,0,-0.24,14.07,0,0,0,0,0,0,1,0,0
62754266,0,17424,1,8.17,0.009,-0.003,-0.02,9.56,0.31,-0.3,0,0,0,-0.25,14.07,0,0,0,0,0,0,1,0,0
62771278,0,17012,1,8.17,0.009,-0.003,-0.02,9.56,0.33,-0.3,0,0,0,-0.27,14.09,0,0,0,0,0,0,1,0,0
62789220,0,17942,1,8.17,0.009,-0.003,-0.02,9.56,0.33,-0.26,0,0,0,-0.28,14.08,0,0,0,0,0,0,1,0,0
62806003,0,16783,1,8.17,0.009,-0.003,-0.02,9.57,0.37,-0.26,0,0,0,-0.29,14.08,0,0,0,0,0,0,1,0,0
62823059,0,17056,1,8.18,0.009,-0.003,-0.02,9.57,0.35,-0.27,0,0,0,-0.3,14.08,0,0,0,0,0,0,1,0,0
62840802,0,17743,1,8.17,0.009,-0.003,-0.02,9.58,0.34,-0.27,0,0,0,-0.34,14.08,0,0,0,0,0,0,1,0,0
62857904,0,17102,1,8.17,0.009,-0.003,-0.02,9.55,0.32,-0.3,-0.01,0,0,-0.34,14.08,0,0,0,0,0,0,1,0,0
62875303,0,17399,1,8.17,0.009,-0.003,-0.02,9.56,0.35,-0.27,-0.01,0,0,-0.37,14.1,0,0,0,0,0,0,1,0,0
62892461,0,17158,1,8.17,0.009,-0.003,-0.02,9.56,0.34,-0.28,0,0,0,-0.36,14.07,0,0,0,0,0,0,1,0,0
62909692,0,17231,1,8.17,0.009,-0.003,-0.02,9.55,0.32,-0.27,0,0,0,-0.37,14.08,0,0,0,0,0,0,1,0,0
62927005,0,17313,1,8.17,0.009,-0.003,-0.02,9.57,0.38,-0.25,0,0,0,-0.36,14.08,0,0,0,0,0,0,1,0,0
62945754,0,18749,1,8.18,0.009,-0.003,-0.02,9.58,0.33,-0.25,0,0,0,-0.35,14.07,0,0,0,0,0,0,1,0,0
62962553,0,16799,1,8.17,0.009,-0.003,-0.02,9.57,0.34,-0.25,0,0,0,-0.33,14.08,0,0,0,0,0,0,1,0,0
62979974,0,17421,1,8.17,0.009,-0.003,-0.02,9.56,0.32,-0.29,0,0,0,-0.33,14.08,0,0,0,0,0,0,1,0,0
62998882,0,18908,1,8.17,0.009,-0.003,-0.02,9.54,0.33,-0.29,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
63017904,0,19022,1,8.18,0.009,-0.003,-0.02,9.57,0.33,-0.25,0,0,0,-0.32,14.09,0,0,0,0,0,0,1,0,0
63034873,0,16969,1,8.17,0.009,-0.003,-0.02,9.56,0.34,-0.27,0,0,-0.01,-0.32,14.06,0,0,0,0,0,0,1,0,0
63052782,0,17909,1,8.18,0.009,-0.003,-0.02,9.57,0.36,-0.26,0,0,0,-0.31,14.08,0,0,0,0,0,0,1,0,0
63069940,0,17158,1,8.17,0.009,-0.003,-0.02,9.57,0.34,-0.27,0,0,0,-0.32,14.09,0,0,0,0,0,0,1,0,0
63087998,0,18058,1,8.17,0.009,-0.003,-0.02,9.56,0.36,-0.27,0,0,0,-0.31,14.08,0,0,0,0,0,0,1,0,0
63104951,0,16953,1,8.17,0.009,-0.003,-0.02,9.56,0.34,-0.31,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
63121644,0,16693,1,8.17,0.009,-0.003,-0.02,9.57,0.34,-0.27,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
63138689,0,17045,1,8.17,0.009,-0.003,-0.02,9.55,0.32,-0.28,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
63156485,0,17796,1,8.18,0.009,-0.003,-0.02,9.56,0.33,-0.28,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
63173536,0,17051,1,8.18,0.009,-0.003,-0.02,9.55,0.37,-0.28,0,0,0,-0.31,14.09,0,0,0,0,0,0,1,0,0
63191322,0,17786,1,8.17,0.009,-0.003,-0.02,9.57,0.37,-0.27,0,0,0,-0.32,14.09,0,0,0,0,0,0,1,0,0
63208313,0,16991,1,8.17,0.009,-0.003,-0.02,9.57,0.37,-0.26,0,0,0,-0.31,14.08,0,0,0,0,0,0,1,0,0
63225436,0,17123,1,8.17,0.009,-0.003,-0.02,9.55,0.34,-0.27,0,0,0,-0.32,14.09,0,0,0,0,0,0,1,0,0
63242483,0,17047,1,8.18,0.009,-0.003,-0.02,9.55,0.34,-0.27,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
63260303,0,17820,1,8.18,0.009,-0.003,-0.02,9.56,0.31,-0.28,-0.01,0,0,-0.33,14.07,0,0,0,0,0,0,1,0,0
63277729,0,17426,1,8.18,0.009,-0.003,-0.02,9.53,0.35,-0.29,0,0,0,-0.33,14.07,0,0,0,0,0,0,1,0,0
63294796,0,17067,1,8.17,0.009,-0.003,-0.02,9.57,0.34,-0.28,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
63312010,0,17214,1,8.17,0.009,-0.003,-0.02,9.55,0.36,-0.25,0,0,0,-0.32,14.09,0,0,0,0,0,0,1,0,0
63328884,0,16874,1,8.17,0.009,-0.002,-0.02,9.54,0.35,-0.27,0,0,0,-0.31,14.08,0,0,0,0,0,0,1,0,0
63346308,0,17424,1,8.18,0.009,-0.002,-0.02,9.57,0.32,-0.24,0,0,0,-0.31,14.09,0,0,0,0,0,0,1,0,0
63365330,0,19022,1,8.17,0.009,-0.002,-0.02,9.55,0.34,-0.28,0,0,0,-0.33,14.08,0,0,0,0,0,0,1,0,0
63384752,0,19422,1,8.16,0.009,-0.002,-0.02,9.56,0.32,-0.27,0,0,0,-0.34,14.09,0,0,0,0,0,0,1,0,0
63404721,0,19969,1,8.17,0.009,-0.002,-0.02,9.58,0.33,-0.27,0,0,0,-0.35,14.09,0,0,0,0,0,0,1,0,0
63424143,0,19422,1,8.17,0.009,-0.002,-0.02,9.56,0.34,-0.27,0,0,0,-0.34,14.09,0,0,0,0,0,0,1,0,0
63442713,0,18570,1,8.18,0.009,-0.002,-0.02,9.54,0.38,-0.27,0,0,0,-0.35,14.08,0,0,0,0,0,0,1,0,0
63460089,0,17376,1,8.16,0.009,-0.002,-0.02,9.56,0.36,-0.25,0,0,0,-0.34,14.09,0,0,0,0,0,0,1,0,0
63477157,0,17068,1,8.16,0.009,-0.002,-0.02,9.58,0.33,-0.27,0,0,0,-0.34,14.09,0,0,0,0,0,0,1,0,0
63493903,0,16746,1,8.17,0.009,-0.002,-0.02,9.56,0.34,-0.26,0,0,0,-0.36,14.08,0,0,0,0,0,0,1,0,0
63512708,0,18805,1,8.17,0.009,-0.003,-0.021,9.55,0.32,-0.28,-0.01,0,0,-0.35,14.09,0,0,0,0,0,0,1,0,0
63529445,0,16737,1,8.16,0.009,-0.003,-0.021,9.57,0.31,-0.27,0,0,0,-0.35,14.09,0,0,0,0,0,0,1,0,0
63546956,0,17511,1,8.18,0.009,-0.003,-0.021,9.57,0.33,-0.26,0,0,0,-0.33,14.09,0,0,0,0,0,0,1,0,0
63563675,0,16719,1,8.18,0.009,-0.003,-0.021,9.56,0.36,-0.27,0,0,0,-0.35,14.09,0,0,0,0,0,0,1,0,0
63581096,0,17421,1,8.18,0.009,-0.002,-0.021,9.56,0.37,-0.25,0,0,0,-0.36,14.11,0,0,0,0,0,0,1,0,0
63598141,0,17045,1,8.18,0.009,-0.002,-0.021,9.57,0.33,-0.27,0,0,0,-0.36,14.11,0,0,0,0,0,0,1,0,0
63615044,0,16903,1,8.18,0.009,-0.003,-0.021,9.57,0.32,-0.28,0,0,0,-0.35,14.09,0,0,0,0,0,0,1,0,0
63631732,0,16688,1,8.17,0.009,-0.003,-0.021,9.57,0.33,-0.27,0,0,0,-0.36,14.08,0,0,0,0,0,0,1,0,0
63649584,0,17852,1,8.17,0.009,-0.003,-0.021,9.53,0.32,-0.27,0,0,0,-0.38,14.09,0,0,0,0,0,0,1,0,0
63666630,0,17046,1,8.17,0.009,-0.003,-0.021,9.57,0.35,-0.29,0,0,0,-0.38,14.11,0,0,0,0,0,0,1,0,0
63685322,0,18692,1,8.17,0.009,-0.002,-0.021,9.57,0.34,-0.27,0,0,0,-0.36,14.08,0,0,0,0,0,0,1,0,0
63702973,0,17651,1,8.16,0.009,-0.002,-0.021,9.56,0.36,-0.25,0,0,0,-0.34,14.09,0,0,0,0,0,0,1,0,0
63719666,0,16693,1,8.16,0.009,-0.003,-0.021,9.58,0.35,-0.25,0,-0.01,0,-0.34,14.09,0,0,0,0,0,0,1,0,0
63736713,0,17047,1,8.17,0.009,-0.003,-0.021,9.54,0.34,-0.3,0,0,0,-0.34,14.09,0,0,0,0,0,0,1,0,0
63753837,0,17124,1,8.18,0.009,-0.003,-0.021,9.55,0.33,-0.26,0,0,0,-0.37,14.09,0,0,0,0,0,0,1,0,0
63770883,0,17046,1,8.17,0.009,-0.003,-0.021,9.56,0.3,-0.28,0,0,0,-0.39,14.09,0,0,0,0,0,0,1,0,0
63788547,0,17664,1,8.19,0.009,-0.003,-0.021,9.54,0.34,-0.25,0,0,0,-0.39,14.08,0,0,0,0,0,0,1,0,0
63807513,0,18966,1,8.17,0.009,-0.003,-0.021,9.58,0.35,-0.25,0,0,0,-0.34,14.1,0,0,0,0,0,0,1,0,0
63824559,0,17046,1,8.17,0.009,-0.003,-0.021,9.55,0.36,-0.28,0,0,0,-0.31,14.09,0,0,0,0,0,0,1,0,0
63843980,0,19421,1,8.16,0.009,-0.003,-0.021,9.57,0.34,-0.28,0,0,0,-0.3,14.09,0,0,0,0,0,0,1,0,0
63862007,0,18027,1,8.18,0.009,-0.003,-0.021,9.57,0.35,-0.27,0,0,0,-0.33,14.09,0,0,0,0,0,0,1,0,0
63879316,0,17309,1,8.18,0.009,-0.003,-0.021,9.58,0.33,-0.28,0,0,0,-0.33,14.09,0,0,0,0,0,0,1,0,0
63896715,0,17399,1,8.17,0.009,-0.003,-0.021,9.56,0.32,-0.28,0,0,0,-0.34,14.11,0,0,0,0,0,0,1,0,0
63913817,0,17102,1,8.18,0.009,-0.003,-0.021,9.55,0.34,-0.26,0,0,0,-0.36,14.11,0,0,0,0,0,0,1,0,0
63932207,0,18390,1,8.16,0.009,-0.003,-0.021,9.57,0.35,-0.25,0,0,0,-0.36,14.09,0,0,0,0,0,0,1,0,0
63950787,0,18580,1,8.16,0.009,-0.003,-0.021,9.55,0.37,-0.28,0,0,0,-0.37,14.1,0,0,0,0,0,0,1,0,0
63968124,0,17337,1,8.18,0.009,-0.003,-0.021,9.55,0.35,-0.27,0,0,0,-0.37,14.1,0,0,0,0,0,0,1,0,0
63985522,0,17398,1,8.17,0.009,-0.003,-0.021,9.56,0.34,-0.26,0,0,0,-0.35,14.09,0,0,0,0,0,0,1,0,0
64002568,0,17046,1,8.18,0.009,-0.003,-0.021,9.57,0.34,-0.27,0,0,0,-0.35,14.1,0,0,0,0,0,0,1,0,0
64019824,0,17256,1,8.18,0.009,-0.003,-0.021,9.56,0.31,-0.28,0,0,0,-0.35,14.1,0,0,0,0,0,0,1,0,0
64036871,0,17047,1,8.17,0.009,-0.003,-0.021,9.56,0.34,-0.28,0,0,0,-0.35,14.1,0,0,0,0,0,0,1,0,0
64054689,0,17818,1,8.18,0.009,-0.003,-0.021,9.56,0.33,-0.27,0,0,0,-0.3,14.08,0,0,0,0,0,0,1,0,0
64074432,0,19743,1,8.16,0.009,-0.003,-0.021,9.56,0.38,-0.3,0,0,0,-0.31,14.11,0,0,0,0,0,0,1,0,0
64091134,0,16702,1,8.17,0.009,-0.003,-0.021,9.56,0.36,-0.26,0,0,0,-0.34,14.1,0,0,0,0,0,0,1,0,0
64108930,0,17796,1,8.17,0.009,-0.003,-0.021,9.55,0.36,-0.29,0,0,0,-0.34,14.11,0,0,0,0,0,0,1,0,0
64126089,0,17159,1,8.17,0.009,-0.003,-0.021,9.58,0.3,-0.26,0,0,0,-0.32,14.08,0,0,0,0,0,0,1,0,0
64144734,0,18645,1,8.17,0.009,-0.003,-0.021,9.56,0.32,-0.28,0,0,0,-0.32,14.09,0,0,0,0,0,0,1,0,0
64162441,0,17707,1,8.16,0.009,-0.003,-0.021,9.57,0.33,-0.29,0,0,0,-0.32,14.1,0,0,0,0,0,0,1,0,0
64179134,0,16693,1,8.16,0.009,-0.003,-0.021,9.58,0.32,-0.28,0,0,0,-0.32,14.1,0,0,0,0,0,0,1,0,0
64197771,0,18637,1,8.16,0.009,-0.003,-0.021,9.58,0.38,-0.26,0,0,0,-0.34,14.11,0,0,0,0,0,0,1,0,0
64214929,0,17158,1,8.17,0.009,-0.003,-0.021,9.54,0.38,-0.27,0,0,0,-0.3,14.09,0,0,0,0,0,0,1,0,0
64232204,0,17275,1,8.17,0.009,-0.003,-0.021,9.54,0.35,-0.27,0,0,0,-0.3,14.09,0,0,0,0,0,0,1,0,0
64251954,0,19750,1,8.17,0.009,-0.003,-0.021,9.57,0.33,-0.26,0,0,0,-0.29,14.09,0,0,0,0,0,0,1,0,0
64268999,0,17045,1,8.17,0.009,-0.003,-0.021,9.56,0.31,-0.27,0,0,0,-0.27,14.1,0,0,0,0,0,0,1,0,0
64286908,0,17909,1,8.18,0.009,-0.003,-0.021,9.55,0.32,-0.3,0,0,0,-0.29,14.08,0,0,0,0,0,0,1,0,0
64304010,0,17102,1,8.17,0.009,-0.003,-0.021,9.55,0.37,-0.26,0,0,0,-0.27,14.1,0,0,0,0,0,0,1,0,0
64321255,0,17245,1,8.16,0.009,-0.003,-0.021,9.57,0.36,-0.28,0,0,0,-0.27,14.1,0,0,0,0,0,0,1,0,0
64338687,0,17432,1,8.16,0.009,-0.003,-0.021,9.54,0.35,-0.28,0,0,0,-0.27,14.1,0,0,0,0,0,0,1,0,0
64356652,0,17965,1,8.17,0.009,-0.003,-0.021,9.57,0.35,-0.25,0,0,0,-0.28,14.11,0,0,0,0,0,0,1,0,0
64375288,0,18636,1,8.17,0.009,-0.003,-0.021,9.54,0.33,-0.28,0,0,0,-0.31,14.1,0,0,0,0,0,0,1,0,0
64391975,0,16687,1,8.17,0.009,-0.003,-0.021,9.57,0.33,-0.28,0,0,0,-0.33,14.09,0,0,0,0,0,0,1,0,0
64409825,0,17850,1,8.17,0.009,-0.003,-0.021,9.57,0.32,-0.26,0,0,0,-0.32,14.1,0,0,0,0,0,0,1,0,0
64427202,0,17377,1,8.19,0.009,-0.003,-0.021,9.56,0.38,-0.26,0,0,0,-0.33,14.11,0,0,0,0,0,0,1,0,0
64445054,0,17852,1,8.17,0.009,-0.003,-0.021,9.57,0.33,-0.27,0,0,0,-0.34,14.1,0,0,0,0,0,0,1,0,0
64462091,0,17037,1,8.18,0.009,-0.003,-0.021,9.57,0.36,-0.27,0,0,0,-0.31,14.1,0,0,0,0,0,0,1,0,0
64479512,0,17421,1,8.18,0.009,-0.003,-0.021,9.57,0.36,-0.27,0,0,0,-0.31,14.1,0,0,0,0,0,0,1,0,0
64498958,0,19446,1,8.17,0.009,-0.003,-0.021,9.56,0.35,-0.27,0,0,0,-0.3,14.11,0,0,0,0,0,0,1,0,0
64516381,0,17423,1,8.18,0.009,-0.003,-0.021,9.52,0.31,-0.25,0.01,0,0,-0.31,14.11,0,0,0,0,0,0,1,0,0
64533393,0,17012,1,8.18,0.009,-0.003,-0.021,9.59,0.28,-0.26,0,0,0,-0.3,14.11,0,0,0,0,0,0,1,0,0
64550826,0,17433,1,8.18,0.009,-0.003,-0.021,9.58,0.34,-0.28,0,0,0,-0.31,14.11,0,0,0,0,0,0,1,0,0
64567949,0,17123,1,8.18,0.009,-0.003,-0.021,9.55,0.33,-0.26,0,0,0,-0.31,14.1,0,0,0,0,0,0,1,0,0
64585064,0,17115,1,8.18,0.009,-0.003,-0.021,9.57,0.37,-0.32,0,0,0,-0.3,14.11,0,0,0,0,0,0,1,0,0
64602078,0,17014,1,8.17,0.009,-0.003,-0.021,9.56,0.36,-0.29,0,0,0,-0.28,14.09,0,0,0,0,0,0,1,0,0
64619513,0,17435,1,8.17,0.009,-0.003,-0.021,9.55,0.36,-0.26,0,0,0,-0.28,14.09,0,0,0,0,0,0,1,0,0
64637309,0,17796,1,8.17,0.009,-0.003,-0.021,9.56,0.33,-0.27,0,0,0,-0.29,14.11,0,0,0,0,0,0,1,0,0
64654410,0,17101,1,8.17,0.009,-0.003,-0.021,9.56,0.31,-0.28,0,0,0,-0.3,14.1,0,0,0,0,0,0,1,0,0
64671588,0,17178,1,8.17,0.009,-0.003,-0.021,9.56,0.31,-0.26,0,0,0,-0.27,14.09,0,0,0,0,0,0,1,0,0
64688664,0,17076,1,8.17,0.009,-0.003,-0.021,9.54,0.33,-0.27,0,0,0,-0.28,14.1,0,0,0,0,0,0,1,0,0
64705732,0,17068,1,8.17,0.009,-0.003,-0.021,9.57,0.36,-0.27,0,0,0,-0.28,14.11,0,0,0,0,0,0,1,0,0
64722890,0,17158,1,8.17,0.009,-0.003,-0.021,9.58,0.36,-0.28,0,0,0,-0.28,14.09,0,0,0,0,0,0,1,0,0
64741152,0,18262,1,8.18,0.009,-0.003,-0.021,9.56,0.36,-0.28,0,0,0,-0.29,14.1,0,0,0,0,0,0,1,0,0
64757918,0,16766,1,8.18,0.009,-0.003,-0.021,9.57,0.36,-0.23,0,0,0,-0.29,14.1,0,0,0,0,0,0,1,0,0
64776212,0,18294,1,8.17,0.009,-0.003,-0.021,9.55,0.33,-0.27,0,0,0,-0.31,14.1,0,0,0,0,0,0,1,0,0
64794849,0,18637,1,8.17,0.009,-0.003,-0.021,9.57,0.32,-0.26,0,0,0,-0.31,14.11,0,0,0,0,0,0,1,0,0
64812063,0,17214,1,8.17,0.009,-0.003,-0.021,9.53,0.32,-0.28,0,0,0,-0.34,14.11,0,0,0,0,0,0,1,0,0
64829859,0,17796,1,8.18,0.009,-0.003,-0.021,9.57,0.32,-0.27,0,0,0,-0.31,14.09,0,0,0,0,0,0,1,0,0
64847208,0,17349,1,8.18,0.009,-0.003,-0.021,9.59,0.37,-0.27,0,0,0,-0.3,14.08,0,0,0,0,0,0,1,0,0
64864607,0,17399,1,8.17,0.009,-0.003,-0.021,9.55,0.36,-0.25,0,0,0,-0.31,14.1,0,0,0,0,0,0,1,0,0
